ADDRESS,PRICE,BEDROOMS
84 High Street,881000,3
84 Joondanna Drive,900000,4
84 Joshua Mews,109000,4
84 June Road,425000,4
84 Kandimak Boulevard,368000,4
84 Kemp Street,492000,4
84 Kintail Road,1395000,4
84 Lakemba Way,289000,4
84 Lakeside Drive,650000,4
84 Lakevalley Drive,570000,4
84 Leaver Way,806000,4
84 Leworthy Loop,480000,4
84 Lintonmarc Drive,570000,4
84 Long Island Pass,515000,3
84 Lymburner Drive,750000,4
84 Marillana Drive,925000,4
84 McKay Drive,475000,3
84 Moondyne Trail,525000,4
84 Orsino Boulevard,1025000,4
84 Parkway Road,420000,4
84 Patterson Drive,360000,3
84 Peet Crescent,790000,3
84 Pilkington Circus,375000,3
84 Poseidon Road,446500,3
84 Princeton Circuit,565000,4
84 Quinns Road,452000,4
84 Rannoch Circle,635000,3
84 Regency Avenue,642000,4
84 Roundhouse Parade,950000,5
84 Russell Road,835000,5
84 Seacrest Drive,911000,4
84 Sexton Road,765000,2
84 Sheffield Road,557000,4
84 Solar Way,570000,3
84 Southern Cross Circle,710000,4
84 Stratton Boulevard,380000,3
84 Strawberry Drive,275000,4
84 Strelitzia Avenue,290000,3
84 Swan Street,585000,1
84 Terrace Road,540000,3
84 The Horseshoe,1200000,4
84 Unnaro Street,216000,4
84 Wallangarra Drive,635000,4
84 Waterford Avenue,1210000,5
84 Westgate Way,485000,4
840 Bushlands Road,795000,4
840 Elizabeth Avenue,633000,4
840 Traylen Road,560000,4
843 Armadale Road,415000,3
845 Berry Road,1250000,5
845 Nelson Road,930000,5
845 Wildberry Drive,740000,4
849 Armadale Road,490000,3
84a Elvira Street,577500,3
84A Fourth Avenue,870000,3
84A Toorak Road,436100,3
84C Hammad Street,832000,4
85 Alison Street,610000,4
85 Allenswood Road,490000,4
85 Ashburton Drive,330000,4
85 Balladong Loop,457000,4
85 BARBAROSSA DRIVE,485000,4
85 Barbera Lane,825000,4
85 Bayport Circuit,740000,4
85 Binder Street,775000,4
85 Camberwarra Drive,540000,3
85 Cammillo Road,343000,4
85 Clifton Street,520000,3
85 Coleman Crescent,777500,3
85 Ellesmere Street,874000,3
85 Enfield Street,950000,3
85 Feakle Bend,288000,3
85 Fenchurch Street,445000,4
85 Fifth Avenue,1250000,3
85 First Avenue,545000,3
85 Florence Road,2115000,4
85 Glen Iris Drive,810000,4
85 Glengariff Drive,2175000,5
85 Grovelands Drive,265000,3
85 Honeymyrtle Loop,1250000,4
85 Ivanhoe Street,335000,3
85 Jane Brook Drive,575000,4
85 Joondanna Drive,352500,4
85 Lake View Road,470000,4
85 Lakelands Drive,150000,4
85 Landgren Road,835000,4
85 Lareema Drive,630000,4
85 Lilydale Road,415000,3
85 Livesey Street,680000,4
85 Macquarie Avenue,500000,3
85 Marshall Way,568000,3
85 Matheson Road,2110000,4
85 Moray Road,837000,4
85 Moulden Avenue,585000,3
85 Oakover Road,575000,6
85 Preston Point Road,1937500,5
85 Railway Parade,570000,4
85 Ridgewood Boulevard,515000,4
85 Riverton Drive,1700000,4
85 Rosalie Street,1810000,4
85 Rosher Road,390000,3
85 Scott Street,750000,4
85 Stratton Boulevard,366000,4
85 The Horseshoe,1050000,4
85 Third Avenue,950000,3
85 Timberlane Drive,612000,4
85 Torridon Loop,700000,4
85 Via Vista Drive,73670,4
85 Victoria Parade,365007,2
85/59 Breaksea Drive,375000,2
8511 West Swan Road,2000000,4
852 Wanneroo Road,455000,4
855 Armadale Road,675000,4
85A Clayton Street,272500,3
85A Evans Street,1350000,3
85A Hinchinbrook Avenue,422000,3
86 Almeria Parade,320000,3
86 Ashdale Boulevard,490000,3
86 Aveley Road,955000,4
86 Banksia Street,910000,3
86 Bottlebrush Drive,550000,4
86 Broadbeach Boulevard,880000,4
86 Buxton Street,1275000,2
86 Chardonnay Drive,710000,2
86 Charles Street,730000,3
86 Cheltenham Loop,390000,4
86 Chrysostom Street,920000,4
86 Crandon Street,291000,3
86 Cresswell Road,890000,4
86 Daleford Way,537000,4
86 Dunmore Circuit,350000,4
86 Feakle Bend,372500,4
86 Fielder Road,849000,4
86 Gardiner Road,221000,4
86 Hardey Road,538000,4
86 Hardy Road,295000,3
86 Heath Road,645000,3
86 Hinchinbrook Avenue,505000,4
86 Lakelands Drive,845000,4
86 Lawler Street,1075000,3
86 Lookout Drive,355000,3
86 Lorimer Road,825000,4
86 Loton Road,97000,4
86 Lymburner Drive,570000,4
86 Lyndale Avenue,630000,4
86 Markwell Avenue,164000,3
86 Mcdonald Street,450000,3
86 Milina Street,320000,3
86 Morley Drive,1050000,3
86 Muriel Court,750000,4
86 North Street,725000,3
86 Penzance Street,490000,3
86 Princeton Circuit,565000,4
86 Queens Road,680000,4
86 Rannoch Circle,549000,4
86 Ranworth Road,505000,4
86 Reservoir Street,640000,4
86 Reynolds Road,730000,3
86 Roberts Road,355000,3
86 Rookwood Street,1300000,4
86 Roundhouse Parade,780000,4
86 Sandown Circle,572000,4
86 Scott Street,360000,4
86 Semerwater Crescent,440000,4
86 Seville Drive,330000,4
86 Stirling Crescent,400000,3
86 Stockholm Road,435000,3
86 Stratton Boulevard,440000,4
86 Swan View Road,630000,3
86 Waratah Avenue,1000000,3
86 Warton Road,345000,4
86 Whitfield Drive,255000,3
86 Willespie Drive,540000,3
864 Wanneroo Road,350000,3
865 Granite Road,580000,4
865 Martin Road,1400000,5
86a Burniston Street,715000,3
86A Jean Street,562500,3
86A Kitchener Road,565000,3
86A Mcdonald Street,486000,3
86A North Lake Road,530000,3
86b Garling Street,550000,3
86B Waratah Avenue,895000,3
87 Apple Blossom Drive,393000,3
87 Bay View Terrace,1530000,4
87 Benara Road,540000,4
87 Bennett Street,448000,4
87 Calista Avenue,170000,3
87 Celeste Street,335000,4
87 Cinnabar Drive,280000,3
87 Claremont Crescent,815000,3
87 Clarkson AVENUE,350000,4
87 Conductor Retreat,490000,4
87 Coolgardie Avenue,665000,4
87 Dalrymple Drive,333000,4
87 Dampier Drive,400000,4
87 Edgecombe Pass,472500,4
87 Evandale Street,1950000,3
87 Forrest Road,480000,4
87 Gay Street,448000,4
87 Gibbard Place,920000,5
87 Gildercliffe Street,860000,2
87 Giles Avenue,443000,3
87 Hayward Road,669000,4
87 Hellfire Drive,515000,4
87 Homebush Drive,260000,2
87 Johnson Road,419000,4
87 Landbeach Boulevard,310000,4
87 Liberty Drive,413000,4
87 Litchfield Circle,365000,3
87 Marshall Way,680000,5
87 Meriwa Street,1500000,4
87 Milina Street,150000,3
87 Mills Street,366000,3
87 Monaghan Circle,780000,4
87 Morrison Street,455000,4
87 Orchid Avenue,447000,4
87 Raeside Drive,512500,4
87 Railway Parade,580000,4
87 Ridgewood Boulevard,487000,4
87 Roundhouse Parade,450000,1
87 Scott Street,622000,6
87 Secret Harbour Boulevard,327000,4
87 Sheffield Road,565000,4
87 Southmead Drive,625000,4
87 Stafford Road,520000,4
87 The Fairways,175000,4
87 The Ramble,980000,4
87 Waterford Avenue,1570000,5
87/99 Herdsman Parade,150000,1
870 Bailup Road,750000,5
870 Elizabeth Avenue,576000,3
870 Strettle Road,705000,4
8720 West Swan Road,1300000,5
875 La Grange Road,695000,3
879 Thomas Road,1600000,4
87A The Esplanade,2060000,5
87A West Coast Drive,1225000,3
87A Zenobia Street,640000,4
87B Hale Road,820000,4
87B Oats Street,435000,3
88 Ashdale Boulevard,813000,4
88 Banksia Terrace,985000,6
88 Blencowe Street,1750000,3
88 Branksome Gardens,2150000,4
88 Bridgeman Drive,540000,4
88 Broun Avenue,345000,3
88 Chestnut Road,705000,4
88 Dalrymple Drive,329500,3
88 Dorchester Avenue,650000,4
88 Dyson Street,1100000,3
88 Elvira Street,820000,4
88 Emerald Drive,780000,4
88 Ewart Street,315000,3
88 Falls Road,690000,4
88 Fifth Avenue,1300000,3
88 Fifth Avenue,761000,4
88 Flora Terrace,2200000,5
88 Green Street,695000,3
88 Greenfields Circle,331000,3
88 Hebble Loop,963000,4
88 Helena Street,1100000,5
88 Hordern Street,720000,3
88 Huntsman Terrace,604750,4
88 Kitchener Road,630000,3
88 Lawler Street,900000,3
88 Markwell Avenue,164000,3
88 McKay Drive,750000,4
88 Orelia Avenue,318000,4
88 Orsino Boulevard,950000,4
88 Otisco Crescent,570000,4
88 Palmerston Street,1700000,4
88 Paterson Road,472000,4
88 Paterson Street,238000,3
88 Rannoch Circle,660000,4
88 Sexton Road,840000,3
88 South Western Highway,425000,4
88 Stirling Crescent,415000,4
88 Strawberry Drive,230000,3
88 Terrace Road,745000,3
88 Victoria Parade,369000,4
88 Waring Green,396000,3
88 Wheatstone Drive,375000,3
88 Winery Drive,305000,4
880 Stanwix Place,935000,3
884 Wanneroo Road,315000,4
885 Bushlands Road,875000,3
885 Strettle Road,410000,3
88A Drummond Street,600000,4
88A Elvira Street,715000,4
88A Grand Promenade,975000,4
88A Redwood Crescent,625000,3
88B West Road,600000,4
89 Alexander Street,1500000,2
89 Altone Road,406000,3
89 Aulberry Parade,850000,4
89 Aurora Drive,780000,4
89 Baltimore Parade,350000,1
89 Beaconsfield Avenue,420000,3
89 Belvoir Parkway,611000,4
89 Birkett Avenue,840000,4
89 Bridgeman Drive,542000,4
89 Bridgewater Drive,587500,4
89 Brixton Crescent,290000,3
89 Broadbeach Boulevard,1125000,4
89 Calume Street,315000,3
89 Careniup Avenue,950000,4
89 Chapman Road,445000,4
89 Clipper Drive,388000,4
89 Clydebank Crescent,495000,4
89 Cotherstone Road,465000,2
89 Dampier Drive,370000,4
89 Darlington Road,580000,3
89 Delgado Parade,1100000,5
89 East Churchill Avenue,460000,4
89 Foxton Boulevard,480000,4
89 FOXTON DRIVE,870000,4
89 Gardiner Road,1000000,7
89 Glyndebourne Avenue,400000,3
89 Golfview Place,1400000,5
89 Grove Road,275000,3
89 Gwenyfred Road,1290000,4
89 Hamilton Street,1130000,5
89 Holmfirth Street,1950000,3
89 Jane Brook Drive,530000,4
89 Kardan Boulevard,289000,3
89 Kokoda Boulevard,470000,4
89 Kowin Court,885000,4
89 Lakevalley Drive,565000,4
89 Lamond Street,614000,3
89 Milina Street,247000,4
89 Murray Road,1160000,5
89 Myles Road,329000,3
89 Normanby Road,1230000,4
89 Rannoch Circle,472000,3
89 River Way,1100000,3
89 Samson Street,772500,4
89 Sandringham Promenade,590000,4
89 Scarborough Beach Road,705000,3
89 Seagrove Boulevard,452500,4
89 Second Avenue,580000,4
89 Sheffield Road,510000,4
89 Sovereign Drive,950000,5
89 Stafford Road,450000,3
89 Swan Road,935000,4
89 Tenth Avenue,1244000,4
89 Valcan Road,359000,3
89 Watkins Street,1135000,3
890 Haigh Road,760000,4
895 Thomas Road,390000,3
89A Barnes Street,452000,3
89A Gallipoli Street,470000,2
89A Rome Road,730000,4
89A Samson Street,780000,4
89B Lacey Street,490000,3
89B LAWLEY Street,495000,3
89B Leaside Way,315000,3
89B Short Street,475000,3
89C Lawley Street,470000,3
8A Ashburton Terrace,1035000,3
8a Baker Street,735000,2
8A Bellevue Terrace,2400000,3
8A Brixton Street,310000,3
8A Buntine Road,729650,3
8a Cadd Street,485000,2
8A Clydesdale Street,699000,3
8A Cromer Road,545000,3
8A Davy Street,900000,4
8A Downer Way,545000,2
8A Downey Drive,1200000,4
8A Evandale Street,940000,3
8A Gerard Street,550000,3
8A Gull Street,1820000,4
8A John Street,910000,3
8A Jupiter Street,430000,3
8A Killilan Road,1650000,4
8A Lantana Avenue,1140000,3
8a Laurel Close,581000,3
8A Merton Street,740000,3
8A Mitchell Court,307500,3
8A Parsons Avenue,630000,3
8A Purdie Avenue,920000,4
8A Rankin Way,570000,2
8a Ridge Street,1027500,3
8A Sun Place,460000,4
8a Troy Avenue,1375000,4
8A Welby Place,743000,3
8A Wellaton Street,285000,3
8A Widdicombe Street,620000,4
8a Williams Road,899000,4
8A Wingate Avenue,624000,4
8A Yeovil Crescent,750000,3
8B Carpenter Rise,655000,3
8b Downey Drive,1020000,4
8b Earl Court,350000,4
8B Ferres Street,575000,2
8B Ganges Place,300000,3
8B Ginsburg Turn,315000,3
8B Glentworth Avenue,536000,3
8B James Road,1249000,3
8B Joseph Street,925000,3
8B Kalee Court,365000,3
8b Latham Street,1175000,4
8B Lyal Court,260000,3
8B Madden Way,520000,3
8B Prinsep Road,628000,3
8B Shrike Court,201000,3
8b Spruce Terrace,440000,3
8B Tamar Street,799000,4
8B Troy Avenue,1250000,4
8B Williams Place,516000,3
8C Ostend Road,750000,3
8C Westbourne Way,477000,3
8D Casserley Avenue,226000,3
8D Westbourne Way,501000,3
8E Park Road,525000,1
9 Abinger Road,465000,4
9 Addison Gardens,300000,4
9 Addlewell Glen,510000,3
9 Adelina Street,570000,3
9 Adenium Pass,496000,3
9 Aerial Place,410000,4
9 Agate Way,405000,4
9 Akita Court,340000,4
9 Alan Court,630000,8
9 Albacore Drive,815000,5
9 Albany Court,531000,4
9 Albert Street,360000,2
9 Alice Road,216000,3
9 Allendale Entrance,660000,4
9 Alloway Place,333000,3
9 Alpine Road,800000,4
9 Altham Way,550000,4
9 Altone Road,200000,3
9 Alvah Street,493000,2
9 Amber Court,630200,5
9 Ambon Street,1165000,5
9 Annandale Way,755000,5
9 ANTIBES COURT,510000,4
9 Appleberry Street,1415000,4
9 Apsley Bend,430000,4
9 Aquarius Ramble,975000,4
9 Arabella Loop,1040000,4
9 Arava Circle,500000,4
9 Archibald Road,505000,5
9 Armadale Crescent,1770000,3
9 Armand Drive,699000,4
9 Armitage Close,355000,3
9 ARNOTT COURT,370000,3
9 Artarmon Rise,1250000,5
9 Artemis Elbow,530000,4
9 Arthog Street,625000,5
9 Arthur Road,510000,3
9 Ashbourne Way,545000,3
9 Ashfield Parade,1115000,4
9 Ashmore Way,1500000,4
9 Ashstead Street,435000,3
9 Ashwood Place,430150,4
9 Atlantic Avenue,735000,4
9 Atma Way,925000,4
9 Augustus Court,668000,4
9 Autumn Crescent,373000,4
9 Avocet Place,475000,3
9 Azalea Gardens,435000,3
9 Azeeza Court,610000,4
9 BABBLER COURT,455000,4
9 Balandi Way,690000,1
9 Baler Court,675000,4
9 Ballymote Gardens,335000,3
9 Bambil Place,615000,5
9 Bambra Close,430000,4
9 Bandin Place,430000,4
9 Banksia Road,239000,3
9 Banksia Road,410000,3
9 Barang Circuit,815000,4
9 Bardoc Court,305000,3
9 Barlow Street,433400,3
9 Barnard Street,910000,3
9 Barracuda Rise,240000,3
9 Barrington Avenue,455000,3
9 Bates Way,470000,4
9 Bayard Way,402000,4
9 Baybury Rise,615000,4
9 Baycliff Turn,454000,4
9 BAZA GARDENS,418000,4
9 Beaconsfield Avenue,352500,3
9 Beaumonde Grange,340000,3
9 Becket Pass,637000,4
9 Bellanger Drive,560000,4
9 Bellbird Avenue,385000,3
9 Bellerive Boulevard,447500,4
9 Bendix Way,258000,3
9 Bernley Drive,585000,4
9 Beroona Way,473000,4
9 Beverley Terrace,425000,3
9 Bibbulmun Entrance,498000,4
9 Bilby Place,410000,4
9 Bilya Avenue,915000,4
9 Birkdale Court,395000,5
9 Birrigon Loop,1900000,5
9 Bitalli Bend,445000,4
9 Black Swan Rise,735000,4
9 Blackbird Glen,256001,3
9 Blakey Rise,950000,4
9 Blaxland Elbow,288000,4
9 Bleinheim Place,735000,3
9 Bluejay Close,640000,4
9 Bole Place,400000,4
9 Bonnard Crescent,513000,4
9 Bonnydoon Court,367000,3
9 Booker Street,1800000,4
9 Boon Street,630000,4
9 Boothman Mews,730000,5
9 Boswell Place,825000,5
9 Bottrell Way,480000,3
9 Bounty Way,740000,4
9 Bourne Terrace,375000,4
9 Bradbourne Drive,770000,4
9 Braden Way,1050000,5
9 Brandalier Turn,500000,4
9 Brantwood Approach,537000,4
9 Brassey Street,1650000,4
9 Brazier Rise,665000,4
9 Breadsall Close,807500,4
9 Breaker Street,364000,4
9 Breaksea Drive,1128000,3
9 Breccia Court,350000,4
9 Brenda Road,415000,4
9 Bristow Street,164000,3
9 BRIXHAM WAY,315000,3
9 Bromley Road,510000,3
9 Bronzewing Avenue,312000,3
9 Brooking Street,560000,4
9 Bruce Street,1020000,4
9 Bruning Road,511000,3
9 Bulkirra Place,925000,5
9 Bullarra Road,500000,4
9 Bullich Retreat,702500,5
9 Bullock Court,510000,4
9 Burnettia Lane,945000,4
9 Burnsall Way,650000,4
9 Burra Court,300000,4
9 Burrill Turn,845000,4
9 Cabra Place,920000,3
9 Caddy Close,350000,4
9 Caladenia Place,641000,4
9 Caladenia Way,337000,3
9 Caldera Close,730000,4
9 Campbell Way,475000,4
9 Candish Grove,270000,3
9 Canham Way,320000,3
9 Canunda Link,785000,4
9 Canungra Road,2350000,5
9 Cape York Ramble,429000,4
9 Careening Way,815000,4
9 Carluke Place,680000,4
9 CARPENTER RISE,1315000,4
9 Cartmell Way,364000,3
9 Cascades Road,690000,5
9 Casitas Street,435000,3
9 Cathedral Link,702499,4
9 Cato Place,300000,3
9 Cavanagh Close,835000,4
9 Cavender Street,429000,4
9 Cedron Rise,1160000,4
9 Celtis Court,720000,4
9 Centaur Street,830000,5
9 Chalcombe Way,445000,4
9 Chalk Elbow,572000,5
9 Champion Crescent,1725000,5
9 Champion Drive,329000,4
9 Chantry Place,560000,3
9 Chardonnay Grove,710000,3
9 Charing Cross Road,600000,3
9 Charnley Gardens,1050000,3
9 Chatham Road,830000,4
9 Chestnut Place,480000,4
9 Chidley Place,535000,4
9 Chipala Court,370000,4
9 Chorus Circle,535000,3
9 Clarendon Court,550000,4
9 Clarke Way,585000,4
9 Cleland Court,800000,4
9 Clematis Road,1345000,4
9 Clifton Gardens,990000,4
9 Clifton Street,582000,3
9 Clubhouse Lane,800000,8
9 Cocos Grove,455000,4
9 Coleman Place,405000,4
9 Coleridge Place,690000,4
9 Cologne Gardens,434500,4
9 Coma Place,435000,3
9 Combiac Road,260000,3
9 Commercial Street,960000,2
9 Congo Place,419000,4
9 Cooliabberra Drive,892500,4
9 Cooya Pass,955000,5
9 Cordelia Road,189000,3
9 Corella Street,719000,3
9 Corfu Pass,375000,4
9 Cork Place,330000,4
9 Corkhill Street,1385000,3
9 Corsair Close,345000,4
9 Cortona Grove,460000,4
9 Corvette Way,470000,4
9 Cotrell Road,80000,3
9 Covenham Crescent,430000,4
9 Cox Court,620000,4
9 Crabtree Street,407000,3
9 Craighall Turn,700000,5
9 Creswick Cross,445000,4
9 Cricklewood Way,840000,4
9 Criollo Place,266000,3
9 Criterium Place,310000,3
9 Crown Terrace,670000,3
9 Crumlin Way,520000,5
9 Culvers Road,342000,4
9 Curtis Street,925000,4
9 Cutten Place,410000,4
9 Cuvier Place,510000,4
9 Cygnet Street,610000,3
9 Cygnus Parade,720000,7
9 Cygnus Road,780000,3
9 Cypress Court,590000,4
9 Dacelo Vista,1350000,4
9 Dakota Avenue,865000,4
9 Dale Place,650000,3
9 Daly Circle,446000,4
9 Daly Street,1950000,4
9 Dance Drive,412000,4
9 Danvers Close,417000,4
9 Darius Drive,155368,3
9 Darrowby Place,465000,4
9 Darvel Close,500000,4
9 Davey Road,310000,3
9 Daviesia Turn,480000,4
9 DEARDEN Road,450000,4
9 Decora Court,1125000,4
9 Delmar Avenue,435000,3
9 Desert Ash Place,690000,4
9 Dianella Road,580000,4
9 Dietes View,540000,4
9 Domain Court,480000,4
9 Doney Street,1240000,4
9 Dorado Beach Crescent,695000,4
9 Drovers Way,530000,4
9 Du Maurier Road,538000,4
9 Duckbill Loop,590000,5
9 Duff Place,980000,4
9 Dundaff Turn,449000,4
9 Eagle Street,430000,4
9 Eastman Turn,765000,2
9 Eastwood Way,635000,4
9 Eaton Court,750000,4
9 Edith Road,730000,4
9 Edwards Entrance,350000,3
9 Elizabeth Street,760000,3
9 Emile Court,650000,4
9 Emperor Approach,565000,4
9 England Street,562000,3
9 Ensign Drive,485000,4
9 Epica Street,440000,4
9 Eriskay Terrace,628000,4
9 Eucla Mews,248000,3
9 Europa Court,680000,5
9 Evans Street,450000,3
9 Eversden Crescent,300000,3
9 Exton Place,378000,3
9 Fardon Tor,1200000,6
9 Farnese Way,405000,4
9 Farrier Terrace,340000,4
9 Fennell Rise,620000,4
9 Fern Place,528000,4
9 Ferrolana Court,305000,3
9 Ferry Way,310000,3
9 Fifth Avenue,1767500,4
9 Finsbury Grove,1300000,5
9 Firefalls Close,465000,4
9 Floribunda Avenue,767000,3
9 Fontina Road,687000,4
9 Fordoun Way,640000,4
9 Forge Lane,495000,4
9 Forrest Court,575000,4
9 Fortis Pass,530000,4
9 Fourmile Avenue,937250,4
9 Fourth Avenue,295000,2
9 Fourth Avenue,1480000,4
9 Fraser Street,2180000,4
9 French Street,450000,4
9 Freshwater Promenade,540000,4
9 Fridayhill Drive,710000,4
9 Fuchsia Street,662000,4
9 Furl Court,618000,4
9 Furness Way,318000,3
9 Gaffin Way,247500,3
9 Galahad Way,735000,4
9 Galena Court,392000,4
9 Gallagher Way,690000,3
9 Galway Place,530000,4
9 Ganges Way,315000,3
9 Garden Grove,527000,4
9 Gardneri Way,320000,4
9 Gardon Rise,640000,3
9 Garnsworthy Grove,340000,4
9 Gateshead Loop,770000,5
9 Gawler Court,675000,4
9 Gawler Way,310000,2
9 George Street,400000,4
9 Georgetown Drive,322500,4
9 Giallo Way,410000,3
9 Gilbreth Bend,480000,4
9 Glade Terrace,550000,4
9 Glen Iris Drive,657000,4
9 Glen Street,1245000,4
9 Glenburn Road,439000,3
9 Glenlea Drive,745000,4
9 Glensanda Way,699000,3
9 Glenview Way,556000,4
9 Godbold Close,1300000,4
9 Golden Ash Gardens,545000,4
9 Gomez Way,550000,2
9 Gonville Green,382000,4
9 Goold Way,388000,3
9 Gorman Place,345000,4
9 Gould Close,249000,5
9 Grampian Crescent,550000,4
9 Grange Crescent,980000,3
9 Grassbird Loop,390000,4
9 Gregory Court,595000,4
9 Grenache Crescent,435000,3
9 Grevillea Road,610500,4
9 Grover Way,250000,2
9 Guernsey Court,369000,4
9 Hadley Place,780000,3
9 Hakea Road,1390000,4
9 Halleendale Road,98000,3
9 Hamlet Close,462500,3
9 Hanlin Way,520000,3
9 Harris Place,485000,4
9 Harrison Road,415000,3
9 Harwood Pass,885000,5
9 Hastie Close,210000,4
9 Hastings Court,475000,4
9 Hawick Court,550000,4
9 Haysom Street,1100000,3
9 Hazewinkel Gardens,479000,4
9 Hedgeley Corner,500000,4
9 Helen Street,260000,2
9 Henn Terrace,665000,4
9 Henrietta Avenue,640000,5
9 Hepworth Way,600000,4
9 Heron Court,292000,4
9 Heron Place,980000,3
9 Hibbertia Close,420000,4
9 Higginsville Parade,490000,4
9 Higgs Court,340000,4
9 Highbridge Way,600000,4
9 Hilarion Elbow,780000,5
9 Hillside Road,430000,4
9 Hilltop Close,409000,4
9 Hindmarsh Way,502000,4
9 Hindoo Elbow,350000,3
9 Hinton Cove,579500,5
9 Hodge Street,440000,3
9 Hodges Street,350000,2
9 Hogg Avenue,860000,4
9 Holcombe Road,340000,4
9 Holmfirth Street,1100000,3
9 Holten Court,357000,4
9 Holyhead Green,585000,4
9 Houston Boulevard,600000,4
9 Houston Place,1500000,5
9 Hulley Road,360000,3
9 Hynes Way,570000,4
9 Impson Gardens,385000,4
9 Innesvale Way,400000,4
9 Instone Street,525000,3
9 Inveraray Crescent,505000,3
9 Irwin Road,435000,3
9 Isabella Crescent,1095000,4
9 Ivanhoe Way,329000,4
9 Ivythorne Grove,485000,4
9 Jacana Circle,750000,3
9 James Avenue,570000,3
9 James Street,176000,4
9 Jandoo Street,295000,3
9 Japonica Way,668000,4
9 Jarvis Place,930000,3
9 Jeavons Place,435000,3
9 Jedburgh Loop,709500,3
9 Jetty Place,487500,3
9 Jitti Court,422500,3
9 Johnson Avenue,600000,4
9 Jolley Grove,367500,4
9 Jones Court,945000,4
9 Jordan Street,210000,4
9 Joslin Street,650000,3
9 Justin Drive,660000,3
9 Justinian Street,813000,4
9 Kadina Road,690000,4
9 Kalbarri Crescent,442000,4
9 Kalgoorlie Street,900000,4
9 Kambalda Way,875000,4
9 Kanani Drive,460000,4
9 Kaptyn Close,515000,4
9 Karakin Terrace,370000,4
9 Kastorias Close,635000,4
9 KATRINA TERRACE,340000,3
9 Kattamorda Pass,435000,4
9 Kawoor Mews,380000,6
9 Keady Street,420000,3
9 Kearsley Rise,770000,4
9 Keightly Corner,563000,4
9 Kellar Place,395000,4
9 Kemp Court,749000,4
9 Kempenfeldt Avenue,1800000,4
9 Kenmure Avenue,640000,4
9 Kenny Drive,683000,4
9 Kenwick Way,350000,3
9 Kersey Way,800000,4
9 Kiev Court,835000,5
9 Killarney Heights,1350000,4
9 Kilrenny Crescent,785000,4
9 Kimber Street,665000,4
9 King Road,256000,3
9 Kingsbury Drive,550000,4
9 Kingsley Drive,730000,5
9 Kingston Way,335000,3
9 Kinkuna Way,1700000,3
9 Kinvara Way,357000,4
9 Kirkby Street,1090000,4
9 Kirkstall Way,285000,2
9 Kite Link,725000,4
9 Koolbardi Loop,385000,4
9 Korbosky Road,275000,3
9 Kunzea Rise,275000,4
9 Kwel Court,700000,3
9 Kyara Court,367500,4
9 Kybra Grove,385000,4
9 Kyle Court,650000,4
9 Kylee Close,860000,5
9 La Manche Avenue,336000,4
9 Lakeview Drive,485100,4
9 Lamont Street,349000,3
9 Lancely Way,522000,4
9 Landsdale Road,575000,4
9 Langley Mews,475000,3
9 Lanham Court,340000,3
9 Lara Court,315000,3
9 Laurel Street,645000,2
9 Laurino Terrace,1005000,3
9 Laverick Street,185000,4
9 Leawood Crescent,475000,5
9 Leonidas Road,910000,3
9 Leslie Street,1655000,4
9 Lessing Place,525000,4
9 Letchworth Centre Avenue,875000,4
9 Leven Rise,568000,4
9 Leveque Ramble,375000,3
9 Ligula Street,455000,3
9 Limerick Loop,596000,4
9 Limone Street,465000,4
9 Lindholm Retreat,830000,4
9 Linthorn Crescent,459000,3
9 Little River Cove,512500,4
9 Livesey Street,390000,3
9 Lobelia Drive,570000,3
9 Lobelia Street,1200000,4
9 Lochmaben Retreat,500000,4
9 Lockeville Close,430000,3
9 Lodge Court,595000,4
9 London Link,518250,4
9 Lorica Cove,673000,4
9 Lourens Dale,1050000,4
9 Lowell Terrace,750000,5
9 Lucca Entrance,545000,4
9 Luderman Road,490000,3
9 Luhrs Court,555000,3
9 Lunata Street,300000,3
9 Lyal Court,430000,4
9 Lygnern Crescent,785000,3
9 Lyttleton Street,520000,4
9 MacHans Link,950000,5
9 Mainsail Terrace,780000,4
9 Maiyu Street,402000,4
9 Majestic Court,307500,3
9 Malmaison Way,580000,4
9 Mammoth Court,310000,3
9 Mandal Close,640000,4
9 Manjimup Place,860000,4
9 Mann Place,580000,4
9 Mansfield Avenue,365000,3
9 Maradu Crescent,490000,5
9 Marchwood Boulevard,449000,4
9 Marginata Close,370000,4
9 Marion Way,1150000,5
9 Marita Road,1975400,5
9 Marjorie Street,845000,4
9 Markham Way,317500,3
9 Marlandy Court,730000,4
9 Marlene Way,470000,4
9 Marlinspike Boulevard,234500,3
9 Marloo Road,482000,4
9 Marnie Road,710000,5
9 Marra Way,440069,3
9 Marsengo Road,675000,3
9 Massenger Street,616000,4
9 Mataitai Loop,262000,3
9 Matson Street,272000,3
9 Matta Way,599000,4
9 May Road,350000,3
9 Mayberry Court,385000,4
9 Maydwell Way,276000,3
9 McCarthy Place,505000,5
9 McCombe Avenue,492000,3
9 Mckenzie Road,550000,4
9 McLeod Street,260000,3
9 Mead Street,460000,2
9 Meadowview Mews,530000,4
9 Meldrum Loop,800000,4
9 Melinga Court,240000,8
9 Melita Mews,435000,4
9 Meneguz Drive,620000,4
9 Merens Terrace,500000,4
9 Merilup Court,360000,5
9 Merlot Court,485000,4
9 Messara Avenue,346000,4
9 Millard Way,426000,4
9 Millcroft Elbow,540000,4
